Name,Product Type,Quantity Sold,Date Sold,Product Price (SGD)
Chye Sim,Leafy Green,58,28/7/2022,3.5
Mint,Herb,10,29/7/2022,2.5
Green Emerald Lettuce,Leafy Green,44,29/7/2022,4.0
Basil,Herb,20,29/7/2022,2.5
Ruby Red Lettuce,Leafy Green,27,29/7/2022,4.0
Mizuna,Leafy Green,12,30/7/2022,3.8
Chye Sim,Leafy Green,57,31/7/2022,3.5
Green Emerald Lettuce,Leafy Green,50,31/7/2022,4.0
Ruby Red Lettuce,Leafy Green,28,31/7/2022,4.0
Chye Sim,Leafy Green,57,2/8/2022,3.5
Ruby Red Lettuce,Leafy Green,35,2/8/2022,4.0
Green Emerald Lettuce,Leafy Green,29,3/8/2022,4.0
Basil,Herb,16,3/8/2022,2.5
Mizuna,Leafy Green,16,3/8/2022,3.8
Chye Sim,Leafy Green,71,4/8/2022,3.5
Mint,Herb,10,4/8/2022,2.5
Mizuna,Leafy Green,19,5/8/2022,3.8
Green Emerald Lettuce,Leafy Green,23,5/8/2022,4.0
Ruby Red Lettuce,Leafy Green,36,5/8/2022,4.0
Basil,Herb,18,6/8/2022,2.5
Green Emerald Lettuce,Leafy Green,33,7/8/2022,4.0
Chye Sim,Leafy Green,63,7/8/2022,3.5
Mint,Herb,10,8/8/2022,2.5
Ruby Red Lettuce,Leafy Green,33,9/8/2022,4.0
Mizuna,Leafy Green,12,9/8/2022,3.8
Basil,Herb,14,10/8/2022,2.5
Ruby Red Lettuce,Leafy Green,29,10/8/2022,4.0
Chye Sim,Leafy Green,67,12/8/2022,3.5
Mint,Herb,6,12/8/2022,2.5
Mizuna,Leafy Green,12,12/8/2022,3.8
Green Emerald Lettuce,Leafy Green,27,12/8/2022,4.0
Green Emerald Lettuce,Leafy Green,32,13/8/2022,4.0
Mizuna,Leafy Green,16,14/8/2022,3.8
Ruby Red Lettuce,Leafy Green,32,14/8/2022,4.0
Mint,Herb,10,14/8/2022,2.5
Basil,Herb,17,14/8/2022,2.5
Chye Sim,Leafy Green,70,15/8/2022,3.5
Ruby Red Lettuce,Leafy Green,26,16/8/2022,4.0
Chye Sim,Leafy Green,56,17/8/2022,3.5
Mizuna,Leafy Green,18,17/8/2022,3.8
Green Emerald Lettuce,Leafy Green,38,17/8/2022,4.0
Green Emerald Lettuce,Leafy Green,34,18/8/2022,4.0
Mizuna,Leafy Green,15,18/8/2022,3.8
Chye Sim,Leafy Green,61,18/8/2022,3.5
Mint,Herb,15,19/8/2022,2.5
Ruby Red Lettuce,Leafy Green,28,19/8/2022,4.0
Basil,Herb,19,20/8/2022,2.5
Chye Sim,Leafy Green,58,20/8/2022,3.5
Mizuna,Leafy Green,14,21/8/2022,3.8
Ruby Red Lettuce,Leafy Green,32,21/8/2022,4.0
Green Emerald Lettuce,Leafy Green,40,21/8/2022,4.0
Green Emerald Lettuce,Leafy Green,39,22/8/2022,4.0
Mizuna,Leafy Green,20,22/8/2022,3.8
Mint,Herb,14,22/8/2022,2.5
Ruby Red Lettuce,Leafy Green,34,23/8/2022,4.0
Basil,Herb,14,23/8/2022,2.5
Chye Sim,Leafy Green,68,23/8/2022,3.5
Green Emerald Lettuce,Leafy Green,39,24/8/2022,4.0
Chye Sim,Leafy Green,58,25/8/2022,3.5
Ruby Red Lettuce,Leafy Green,30,25/8/2022,4.0
Mizuna,Leafy Green,13,25/8/2022,3.8
Basil,Herb,20,26/8/2022,2.5
Chye Sim,Leafy Green,40,26/8/2022,3.5
Mizuna,Leafy Green,18,26/8/2022,3.8
Ruby Red Lettuce,Leafy Green,30,27/8/2022,4.0
Green Emerald Lettuce,Leafy Green,35,27/8/2022,4.0
Mint,Herb,11,28/8/2022,2.5
Green Emerald Lettuce,Leafy Green,28,28/8/2022,4.0
Chye Sim,Leafy Green,62,28/8/2022,3.5
Ruby Red Lettuce,Leafy Green,31,29/8/2022,4.0
Mizuna,Leafy Green,12,29/8/2022,3.8
Mizuna,Leafy Green,16,30/8/2022,3.8
Chye Sim,Leafy Green,72,30/8/2022,3.5
Basil,Herb,15,30/8/2022,2.5
Green Emerald Lettuce,Leafy Green,40,30/8/2022,4.0
Mint,Herb,11,30/8/2022,2.5
Ruby Red Lettuce,Leafy Green,30,30/8/2022,4.0
Chye Sim,Leafy Green,54,2/9/2022,3.5
Mizuna,Leafy Green,15,3/9/2022,3.8
Ruby Red Lettuce,Leafy Green,26,3/9/2022,4.0
Mint,Herb,10,3/9/2022,2.5
Green Emerald Lettuce,Leafy Green,29,3/9/2022,4.0
Basil,Herb,14,4/9/2022,2.5
Green Emerald Lettuce,Leafy Green,23,4/9/2022,4.0
Mizuna,Leafy Green,18,5/9/2022,3.8
Chye Sim,Leafy Green,59,5/9/2022,3.5
Mint,Herb,10,5/9/2022,2.5
Ruby Red Lettuce,Leafy Green,33,6/9/2022,4.0
Basil,Herb,16,7/9/2022,2.5
Mizuna,Leafy Green,18,7/9/2022,3.8
Ruby Red Lettuce,Leafy Green,21,8/9/2022,4.0
Mint,Herb,11,9/9/2022,2.5
Basil,Herb,13,9/9/2022,2.5
Green Emerald Lettuce,Leafy Green,32,9/9/2022,4.0
Chye Sim,Leafy Green,48,9/9/2022,3.5
Mizuna,Leafy Green,20,10/9/2022,3.8
Green Emerald Lettuce,Leafy Green,39,10/9/2022,4.0
Chye Sim,Leafy Green,68,12/9/2022,3.5
Ruby Red Lettuce,Leafy Green,20,12/9/2022,4.0
Ruby Red Lettuce,Leafy Green,28,14/9/2022,4.0
Chye Sim,Leafy Green,62,15/9/2022,3.5
Mizuna,Leafy Green,21,15/9/2022,3.8
Green Emerald Lettuce,Leafy Green,30,15/9/2022,4.0
Mint,Herb,12,16/9/2022,2.5
Chye Sim,Leafy Green,56,16/9/2022,3.5
Basil,Herb,21,16/9/2022,2.5
Green Emerald Lettuce,Leafy Green,35,16/9/2022,4.0
Mizuna,Leafy Green,16,17/9/2022,3.8
Mint,Herb,7,17/9/2022,2.5
Ruby Red Lettuce,Leafy Green,26,17/9/2022,4.0
Ruby Red Lettuce,Leafy Green,25,19/9/2022,4.0
Chye Sim,Leafy Green,60,19/9/2022,3.5
Basil,Herb,12,19/9/2022,2.5
Green Emerald Lettuce,Leafy Green,27,20/9/2022,4.0
Mizuna,Leafy Green,14,20/9/2022,3.8
Mizuna,Leafy Green,15,21/9/2022,3.8
Chye Sim,Leafy Green,59,21/9/2022,3.5
Ruby Red Lettuce,Leafy Green,29,21/9/2022,4.0
Green Emerald Lettuce,Leafy Green,31,22/9/2022,4.0
Basil,Herb,18,22/9/2022,2.5
Green Emerald Lettuce,Leafy Green,29,23/9/2022,4.0
Mint,Herb,12,23/9/2022,2.5
Mizuna,Leafy Green,17,23/9/2022,3.8
Chye Sim,Leafy Green,66,24/9/2022,3.5
Ruby Red Lettuce,Leafy Green,24,24/9/2022,4.0
Ruby Red Lettuce,Leafy Green,33,26/9/2022,4.0
Mizuna,Leafy Green,20,26/9/2022,3.8
Chye Sim,Leafy Green,61,26/9/2022,3.5
Mint,Herb,8,26/9/2022,2.5
Green Emerald Lettuce,Leafy Green,33,26/9/2022,4.0
Basil,Herb,20,27/9/2022,2.5
Mint,Herb,10,28/9/2022,2.5
Ruby Red Lettuce,Leafy Green,21,28/9/2022,4.0
Green Emerald Lettuce,Leafy Green,39,28/9/2022,4.0
Mizuna,Leafy Green,18,28/9/2022,3.8
Chye Sim,Leafy Green,51,28/9/2022,3.5
Basil,Herb,18,29/9/2022,2.5
Ruby Red Lettuce,Leafy Green,24,30/9/2022,4.0
Chye Sim,Leafy Green,50,30/9/2022,3.5
Mizuna,Leafy Green,17,30/9/2022,3.8
Green Emerald Lettuce,Leafy Green,34,30/9/2022,4.0
Mizuna,Leafy Green,17,1/10/2022,3.8
Green Emerald Lettuce,Leafy Green,36,1/10/2022,4.0
Ruby Red Lettuce,Leafy Green,24,1/10/2022,4.0
Chye Sim,Leafy Green,50,1/10/2022,3.5
Mint,Herb,10,2/10/2022,2.5
Basil,Herb,12,4/10/2022,2.5
Ruby Red Lettuce,Leafy Green,26,4/10/2022,4.0
Chye Sim,Leafy Green,51,4/10/2022,3.5
Basil,Herb,15,5/10/2022,2.5
Green Emerald Lettuce,Leafy Green,36,5/10/2022,4.0
Mizuna,Leafy Green,9,6/10/2022,3.8
Chye Sim,Leafy Green,21,7/10/2022,3.5
Mint,Herb,6,7/10/2022,2.5
Ruby Red Lettuce,Leafy Green,10,7/10/2022,4.0
Green Emerald Lettuce,Leafy Green,21,8/10/2022,4.0
Mizuna,Leafy Green,13,9/10/2022,3.8
Green Emerald Lettuce,Leafy Green,21,10/10/2022,4.0
Basil,Herb,10,10/10/2022,2.5
Mizuna,Leafy Green,10,11/10/2022,3.8
Chye Sim,Leafy Green,30,11/10/2022,3.5
Ruby Red Lettuce,Leafy Green,11,11/10/2022,4.0
Mint,Herb,10,12/10/2022,2.5
Chye Sim,Leafy Green,47,14/10/2022,3.5
Ruby Red Lettuce,Leafy Green,16,14/10/2022,4.0
Basil,Herb,10,14/10/2022,2.5
Mint,Herb,11,14/10/2022,2.5
Mizuna,Leafy Green,15,14/10/2022,3.8
Green Emerald Lettuce,Leafy Green,35,15/10/2022,4.0
Ruby Red Lettuce,Leafy Green,20,16/10/2022,4.0
Mizuna,Leafy Green,9,17/10/2022,3.8
Green Emerald Lettuce,Leafy Green,25,17/10/2022,4.0
Chye Sim,Leafy Green,28,17/10/2022,3.5
Mint,Herb,8,17/10/2022,2.5
Ruby Red Lettuce,Leafy Green,22,19/10/2022,4.0
Green Emerald Lettuce,Leafy Green,34,19/10/2022,4.0
Mizuna,Leafy Green,21,19/10/2022,3.8
Chye Sim,Leafy Green,48,19/10/2022,3.5
Ruby Red Lettuce,Leafy Green,20,20/10/2022,4.0
Basil,Herb,17,20/10/2022,2.5
Green Emerald Lettuce,Leafy Green,29,20/10/2022,4.0
Chye Sim,Leafy Green,44,20/10/2022,3.5
Mizuna,Leafy Green,16,21/10/2022,3.8
Mint,Herb,10,21/10/2022,2.5
Basil,Herb,13,21/10/2022,2.5
Mizuna,Leafy Green,23,22/10/2022,3.8
Ruby Red Lettuce,Leafy Green,22,22/10/2022,4.0
Chye Sim,Leafy Green,52,23/10/2022,3.5
Green Emerald Lettuce,Leafy Green,37,23/10/2022,4.0
Green Emerald Lettuce,Leafy Green,33,24/10/2022,4.0
Ruby Red Lettuce,Leafy Green,18,24/10/2022,4.0
Chye Sim,Leafy Green,54,25/10/2022,3.5
Mizuna,Leafy Green,18,25/10/2022,3.8
Mint,Herb,8,25/10/2022,2.5
Basil,Herb,11,26/10/2022,2.5
Green Emerald Lettuce,Leafy Green,31,26/10/2022,4.0
Mizuna,Leafy Green,17,26/10/2022,3.8
Ruby Red Lettuce,Leafy Green,26,26/10/2022,4.0
Chye Sim,Leafy Green,49,26/10/2022,3.5
Mizuna,Leafy Green,17,28/10/2022,3.8
Green Emerald Lettuce,Leafy Green,43,28/10/2022,4.0
Chye Sim,Leafy Green,48,28/10/2022,3.5
Ruby Red Lettuce,Leafy Green,27,29/10/2022,4.0
Green Emerald Lettuce,Leafy Green,47,30/10/2022,4.0
Basil,Herb,11,30/10/2022,2.5
Chye Sim,Leafy Green,65,30/10/2022,3.5
Mint,Herb,11,30/10/2022,2.5
Ruby Red Lettuce,Leafy Green,22,31/10/2022,4.0
Mizuna,Leafy Green,24,31/10/2022,3.8
Mint,Herb,8,2/11/2022,2.5
Basil,Herb,15,2/11/2022,2.5
Chye Sim,Leafy Green,54,2/11/2022,3.5
Mizuna,Leafy Green,20,3/11/2022,3.8
Green Emerald Lettuce,Leafy Green,31,3/11/2022,4.0
Ruby Red Lettuce,Leafy Green,25,3/11/2022,4.0
Chye Sim,Leafy Green,42,4/11/2022,3.5
Ruby Red Lettuce,Leafy Green,28,4/11/2022,4.0
Basil,Herb,15,5/11/2022,2.5
Mizuna,Leafy Green,21,6/11/2022,3.8
Green Emerald Lettuce,Leafy Green,34,6/11/2022,4.0
Ruby Red Lettuce,Leafy Green,30,7/11/2022,4.0
Green Emerald Lettuce,Leafy Green,44,7/11/2022,4.0
Mizuna,Leafy Green,19,8/11/2022,3.8
Chye Sim,Leafy Green,25,8/11/2022,3.5
Mint,Herb,9,8/11/2022,2.5
Mizuna,Leafy Green,22,10/11/2022,3.8
Green Emerald Lettuce,Leafy Green,35,10/11/2022,4.0
Chye Sim,Leafy Green,46,11/11/2022,3.5
Basil,Herb,13,11/11/2022,2.5
Ruby Red Lettuce,Leafy Green,24,11/11/2022,4.0
Mint,Herb,10,12/11/2022,2.5
Basil,Herb,10,13/11/2022,2.5
Mint,Herb,8,13/11/2022,2.5
Ruby Red Lettuce,Leafy Green,23,13/11/2022,4.0
Mizuna,Leafy Green,23,14/11/2022,3.8
Green Emerald Lettuce,Leafy Green,33,14/11/2022,4.0
Chye Sim,Leafy Green,48,15/11/2022,3.5
Mizuna,Leafy Green,27,16/11/2022,3.8
Ruby Red Lettuce,Leafy Green,28,18/11/2022,4.0
Chye Sim,Leafy Green,50,18/11/2022,3.5
Green Emerald Lettuce,Leafy Green,38,18/11/2022,4.0
Basil,Herb,7,19/11/2022,2.5
Chye Sim,Leafy Green,30,19/11/2022,3.5
Green Emerald Lettuce,Leafy Green,37,20/11/2022,4.0
Mint,Herb,9,20/11/2022,2.5
Ruby Red Lettuce,Leafy Green,17,20/11/2022,4.0
Mizuna,Leafy Green,18,20/11/2022,3.8
Basil,Herb,14,21/11/2022,2.5
Ruby Red Lettuce,Leafy Green,26,21/11/2022,4.0
Mizuna,Leafy Green,19,21/11/2022,3.8
Chye Sim,Leafy Green,39,21/11/2022,3.5
Mint,Herb,11,22/11/2022,2.5
Green Emerald Lettuce,Leafy Green,57,22/11/2022,4.0
Chye Sim,Leafy Green,50,23/11/2022,3.5
Mizuna,Leafy Green,26,23/11/2022,3.8
Green Emerald Lettuce,Leafy Green,29,24/11/2022,4.0
Ruby Red Lettuce,Leafy Green,22,24/11/2022,4.0
Mint,Herb,3,25/11/2022,2.5
Green Emerald Lettuce,Leafy Green,29,25/11/2022,4.0
Ruby Red Lettuce,Leafy Green,11,25/11/2022,4.0
Chye Sim,Leafy Green,31,25/11/2022,3.5
Mizuna,Leafy Green,20,26/11/2022,3.8
Basil,Herb,10,26/11/2022,2.5
Mizuna,Leafy Green,20,27/11/2022,3.8
Green Emerald Lettuce,Leafy Green,49,28/11/2022,4.0
Ruby Red Lettuce,Leafy Green,31,28/11/2022,4.0
Chye Sim,Leafy Green,36,28/11/2022,3.5
Green Emerald Lettuce,Leafy Green,43,29/11/2022,4.0
Ruby Red Lettuce,Leafy Green,30,29/11/2022,4.0
Chye Sim,Leafy Green,46,29/11/2022,3.5
Mizuna,Leafy Green,22,29/11/2022,3.8
Mint,Herb,7,29/11/2022,2.5
Basil,Herb,15,30/11/2022,2.5
Ruby Red Lettuce,Leafy Green,30,1/12/2022,4.0
Mizuna,Leafy Green,23,3/12/2022,3.8
Green Emerald Lettuce,Leafy Green,37,3/12/2022,4.0
Mint,Herb,6,3/12/2022,2.5
Chye Sim,Leafy Green,48,3/12/2022,3.5
Basil,Herb,11,4/12/2022,2.5
Ruby Red Lettuce,Leafy Green,36,4/12/2022,4.0
Green Emerald Lettuce,Leafy Green,35,5/12/2022,4.0
Mint,Herb,6,5/12/2022,2.5
Chye Sim,Leafy Green,58,6/12/2022,3.5
Mizuna,Leafy Green,20,6/12/2022,3.8
Basil,Herb,10,6/12/2022,2.5
Mizuna,Leafy Green,21,7/12/2022,3.8
Ruby Red Lettuce,Leafy Green,32,7/12/2022,4.0
Green Emerald Lettuce,Leafy Green,45,8/12/2022,4.0
Basil,Herb,13,9/12/2022,2.5
Chye Sim,Leafy Green,55,9/12/2022,3.5
Mizuna,Leafy Green,17,10/12/2022,3.8
Ruby Red Lettuce,Leafy Green,32,10/12/2022,4.0
Mint,Herb,8,11/12/2022,2.5
Chye Sim,Leafy Green,65,12/12/2022,3.5
Green Emerald Lettuce,Leafy Green,38,12/12/2022,4.0
Mizuna,Leafy Green,25,13/12/2022,3.8
Basil,Herb,12,13/12/2022,2.5
Chye Sim,Leafy Green,48,13/12/2022,3.5
Green Emerald Lettuce,Leafy Green,53,14/12/2022,4.0
Mint,Herb,8,14/12/2022,2.5
Ruby Red Lettuce,Leafy Green,32,15/12/2022,4.0
Ruby Red Lettuce,Leafy Green,31,16/12/2022,4.0
Chye Sim,Leafy Green,53,16/12/2022,3.5
Mizuna,Leafy Green,23,17/12/2022,3.8
Green Emerald Lettuce,Leafy Green,47,17/12/2022,4.0
Mint,Herb,8,17/12/2022,2.5
Green Emerald Lettuce,Leafy Green,46,18/12/2022,4.0
Basil,Herb,9,18/12/2022,2.5
Ruby Red Lettuce,Leafy Green,14,19/12/2022,4.0
Chye Sim,Leafy Green,20,19/12/2022,3.5
Mizuna,Leafy Green,15,19/12/2022,3.8
Mizuna,Leafy Green,17,20/12/2022,3.8
Ruby Red Lettuce,Leafy Green,26,20/12/2022,4.0
Green Emerald Lettuce,Leafy Green,35,21/12/2022,4.0
Mint,Herb,6,21/12/2022,2.5
Chye Sim,Leafy Green,49,21/12/2022,3.5
Green Emerald Lettuce,Leafy Green,65,22/12/2022,4.0
Mizuna,Leafy Green,20,22/12/2022,3.8
Chye Sim,Leafy Green,68,22/12/2022,3.5
Ruby Red Lettuce,Leafy Green,35,23/12/2022,4.0
Basil,Herb,7,23/12/2022,2.5
Green Emerald Lettuce,Leafy Green,33,24/12/2022,4.0
Chye Sim,Leafy Green,43,24/12/2022,3.5
Mizuna,Leafy Green,10,25/12/2022,3.8
Ruby Red Lettuce,Leafy Green,15,25/12/2022,4.0
Mint,Herb,4,25/12/2022,2.5
Mizuna,Leafy Green,30,26/12/2022,3.8
Ruby Red Lettuce,Leafy Green,25,26/12/2022,4.0
Basil,Herb,9,26/12/2022,2.5
Chye Sim,Leafy Green,43,27/12/2022,3.5
Green Emerald Lettuce,Leafy Green,39,27/12/2022,4.0
Ruby Red Lettuce,Leafy Green,20,28/12/2022,4.0
Mint,Herb,6,29/12/2022,2.5
Mizuna,Leafy Green,25,29/12/2022,3.8
Green Emerald Lettuce,Leafy Green,44,29/12/2022,4.0
Chye Sim,Leafy Green,53,29/12/2022,3.5
Green Emerald Lettuce,Leafy Green,31,30/12/2022,4.0
Chye Sim,Leafy Green,35,30/12/2022,3.5
Basil,Herb,11,30/12/2022,2.5
Mizuna,Leafy Green,21,31/12/2022,3.8
Ruby Red Lettuce,Leafy Green,34,31/12/2022,4.0
Chye Sim,Leafy Green,60,1/1/2023,3.5
Basil,Herb,14,1/1/2023,2.5
Mizuna,Leafy Green,19,1/1/2023,3.8
Ruby Red Lettuce,Leafy Green,29,2/1/2023,4.0
Green Emerald Lettuce,Leafy Green,35,3/1/2023,4.0
Mint,Herb,7,4/1/2023,2.5
Chye Sim,Leafy Green,68,4/1/2023,3.5
Ruby Red Lettuce,Leafy Green,23,4/1/2023,4.0
Mizuna,Leafy Green,23,5/1/2023,3.8
Green Emerald Lettuce,Leafy Green,35,6/1/2023,4.0
Chye Sim,Leafy Green,40,7/1/2023,3.5
Mint,Herb,6,8/1/2023,2.5
Basil,Herb,13,8/1/2023,2.5
Mizuna,Leafy Green,18,9/1/2023,3.8
Ruby Red Lettuce,Leafy Green,27,9/1/2023,4.0
Green Emerald Lettuce,Leafy Green,31,9/1/2023,4.0
Green Emerald Lettuce,Leafy Green,32,10/1/2023,4.0
Chye Sim,Leafy Green,44,10/1/2023,3.5
Mint,Herb,7,11/1/2023,2.5
Mizuna,Leafy Green,22,12/1/2023,3.8
Basil,Herb,8,12/1/2023,2.5
Ruby Red Lettuce,Leafy Green,32,12/1/2023,4.0
Green Emerald Lettuce,Leafy Green,35,13/1/2023,4.0
Basil,Herb,11,13/1/2023,2.5
Mizuna,Leafy Green,16,14/1/2023,3.8
Ruby Red Lettuce,Leafy Green,35,15/1/2023,4.0
Mint,Herb,7,15/1/2023,2.5
Chye Sim,Leafy Green,40,15/1/2023,3.5
Mizuna,Leafy Green,20,16/1/2023,3.8
Chye Sim,Leafy Green,49,16/1/2023,3.5
Green Emerald Lettuce,Leafy Green,23,17/1/2023,4.0
Mint,Herb,7,17/1/2023,2.5
Ruby Red Lettuce,Leafy Green,22,17/1/2023,4.0
Green Emerald Lettuce,Leafy Green,35,18/1/2023,4.0
Mizuna,Leafy Green,21,19/1/2023,3.8
Basil,Herb,9,19/1/2023,2.5
Chye Sim,Leafy Green,52,19/1/2023,3.5
Ruby Red Lettuce,Leafy Green,31,19/1/2023,4.0
Chye Sim,Leafy Green,45,20/1/2023,3.5
Green Emerald Lettuce,Leafy Green,37,20/1/2023,4.0
Ruby Red Lettuce,Leafy Green,32,21/1/2023,4.0
Mint,Herb,6,21/1/2023,2.5
Mizuna,Leafy Green,20,21/1/2023,3.8
Basil,Herb,10,22/1/2023,2.5
Green Emerald Lettuce,Leafy Green,31,22/1/2023,4.0
Ruby Red Lettuce,Leafy Green,20,22/1/2023,4.0
Mizuna,Leafy Green,20,23/1/2023,3.8
Chye Sim,Leafy Green,45,23/1/2023,3.5
Ruby Red Lettuce,Leafy Green,27,24/1/2023,4.0
Chye Sim,Leafy Green,46,24/1/2023,3.5
Green Emerald Lettuce,Leafy Green,29,25/1/2023,4.0
Mint,Herb,8,25/1/2023,2.5
Mizuna,Leafy Green,20,25/1/2023,3.8
Ruby Red Lettuce,Leafy Green,34,26/1/2023,4.0
Chye Sim,Leafy Green,53,26/1/2023,3.5
Basil,Herb,10,27/1/2023,2.5
Green Emerald Lettuce,Leafy Green,23,27/1/2023,4.0
Mizuna,Leafy Green,24,27/1/2023,3.8
Chye Sim,Leafy Green,60,28/1/2023,3.5
Green Emerald Lettuce,Leafy Green,34,28/1/2023,4.0
Mizuna,Leafy Green,18,29/1/2023,3.8
Ruby Red Lettuce,Leafy Green,20,29/1/2023,4.0
Basil,Herb,9,30/1/2023,2.5
Chye Sim,Leafy Green,45,30/1/2023,3.5
Green Emerald Lettuce,Leafy Green,34,31/1/2023,4.0
Ruby Red Lettuce,Leafy Green,24,31/1/2023,4.0
Mint,Herb,8,31/1/2023,2.5
Mizuna,Leafy Green,15,31/1/2023,3.8
Ruby Red Lettuce,Leafy Green,26,1/2/2023,4.0
Mizuna,Leafy Green,18,1/2/2023,3.8
Basil,Herb,10,1/2/2023,2.5
Chye Sim,Leafy Green,46,1/2/2023,3.5
Green Emerald Lettuce,Leafy Green,32,1/2/2023,4.0
Mint,Herb,10,4/2/2023,2.5
Chye Sim,Leafy Green,51,4/2/2023,3.5
Ruby Red Lettuce,Leafy Green,24,4/2/2023,4.0
Green Emerald Lettuce,Leafy Green,43,5/2/2023,4.0
Basil,Herb,9,6/2/2023,2.5
Mizuna,Leafy Green,26,6/2/2023,3.8
Ruby Red Lettuce,Leafy Green,27,7/2/2023,4.0
Mizuna,Leafy Green,17,7/2/2023,3.8
Mint,Herb,7,7/2/2023,2.5
Chye Sim,Leafy Green,59,8/2/2023,3.5
Green Emerald Lettuce,Leafy Green,50,9/2/2023,4.0
Green Emerald Lettuce,Leafy Green,34,10/2/2023,4.0
Chye Sim,Leafy Green,88,10/2/2023,3.5
Basil,Herb,16,11/2/2023,2.5
Ruby Red Lettuce,Leafy Green,30,11/2/2023,4.0
Mint,Herb,8,12/2/2023,2.5
Mizuna,Leafy Green,26,12/2/2023,3.8
Mint,Herb,9,13/2/2023,2.5
Green Emerald Lettuce,Leafy Green,34,13/2/2023,4.0
Chye Sim,Leafy Green,51,14/2/2023,3.5
Mizuna,Leafy Green,21,14/2/2023,3.8
Ruby Red Lettuce,Leafy Green,21,14/2/2023,4.0
Chye Sim,Leafy Green,59,15/2/2023,3.5
Green Emerald Lettuce,Leafy Green,42,15/2/2023,4.0
Ruby Red Lettuce,Leafy Green,19,15/2/2023,4.0
Basil,Herb,13,16/2/2023,2.5
Mizuna,Leafy Green,19,16/2/2023,3.8
Mizuna,Leafy Green,23,17/2/2023,3.8
Green Emerald Lettuce,Leafy Green,35,18/2/2023,4.0
Ruby Red Lettuce,Leafy Green,22,18/2/2023,4.0
Mint,Herb,9,18/2/2023,2.5
Chye Sim,Leafy Green,49,18/2/2023,3.5
Chye Sim,Leafy Green,40,19/2/2023,3.5
Green Emerald Lettuce,Leafy Green,39,19/2/2023,4.0
Basil,Herb,10,19/2/2023,2.5
Ruby Red Lettuce,Leafy Green,28,20/2/2023,4.0
Mizuna,Leafy Green,22,20/2/2023,3.8
Basil,Herb,9,21/2/2023,2.5
Green Emerald Lettuce,Leafy Green,36,21/2/2023,4.0
Ruby Red Lettuce,Leafy Green,25,21/2/2023,4.0
Chye Sim,Leafy Green,54,21/2/2023,3.5
Mizuna,Leafy Green,21,21/2/2023,3.8
Mint,Herb,6,22/2/2023,2.5
Mizuna,Leafy Green,26,23/2/2023,3.8
Chye Sim,Leafy Green,55,23/2/2023,3.5
Mint,Herb,8,23/2/2023,2.5
Green Emerald Lettuce,Leafy Green,25,24/2/2023,4.0
Ruby Red Lettuce,Leafy Green,27,24/2/2023,4.0
Basil,Herb,13,25/2/2023,2.5
Chye Sim,Leafy Green,48,25/2/2023,3.5
Green Emerald Lettuce,Leafy Green,38,26/2/2023,4.0
Basil,Herb,13,26/2/2023,2.5
Mizuna,Leafy Green,22,26/2/2023,3.8
Ruby Red Lettuce,Leafy Green,20,26/2/2023,4.0
Mint,Herb,7,27/2/2023,2.5
Mizuna,Leafy Green,18,27/2/2023,3.8
Ruby Red Lettuce,Leafy Green,26,27/2/2023,4.0
Green Emerald Lettuce,Leafy Green,30,28/2/2023,4.0
Chye Sim,Leafy Green,48,28/2/2023,3.5
Green Emerald Lettuce,Leafy Green,33,1/3/2023,4.0
Mint,Herb,11,1/3/2023,2.5
Mizuna,Leafy Green,25,1/3/2023,3.8
Chye Sim,Leafy Green,43,3/3/2023,3.5
Ruby Red Lettuce,Leafy Green,21,3/3/2023,4.0
Basil,Herb,12,4/3/2023,2.5
Chye Sim,Leafy Green,64,5/3/2023,3.5
Green Emerald Lettuce,Leafy Green,35,6/3/2023,4.0
Ruby Red Lettuce,Leafy Green,24,6/3/2023,4.0
Mizuna,Leafy Green,21,6/3/2023,3.8
Mint,Herb,9,7/3/2023,2.5
Basil,Herb,13,7/3/2023,2.5
Chye Sim,Leafy Green,48,7/3/2023,3.5
Ruby Red Lettuce,Leafy Green,24,8/3/2023,4.0
Green Emerald Lettuce,Leafy Green,46,8/3/2023,4.0
Mizuna,Leafy Green,22,9/3/2023,3.8
Mizuna,Leafy Green,18,10/3/2023,3.8
Basil,Herb,17,10/3/2023,2.5
Chye Sim,Leafy Green,45,10/3/2023,3.5
Mint,Herb,9,11/3/2023,2.5
Green Emerald Lettuce,Leafy Green,52,11/3/2023,4.0
Ruby Red Lettuce,Leafy Green,30,12/3/2023,4.0
Mizuna,Leafy Green,22,14/3/2023,3.8
Mint,Herb,11,14/3/2023,2.5
Chye Sim,Leafy Green,49,14/3/2023,3.5
Green Emerald Lettuce,Leafy Green,30,14/3/2023,4.0
Ruby Red Lettuce,Leafy Green,31,15/3/2023,4.0
Basil,Herb,11,16/3/2023,2.5
Mizuna,Leafy Green,21,16/3/2023,3.8
Basil,Herb,15,17/3/2023,2.5
Mint,Herb,11,17/3/2023,2.5
Chye Sim,Leafy Green,45,17/3/2023,3.5
Green Emerald Lettuce,Leafy Green,29,17/3/2023,4.0
Ruby Red Lettuce,Leafy Green,22,17/3/2023,4.0
Green Emerald Lettuce,Leafy Green,48,18/3/2023,4.0
Ruby Red Lettuce,Leafy Green,26,18/3/2023,4.0
Mizuna,Leafy Green,23,19/3/2023,3.8
Chye Sim,Leafy Green,47,19/3/2023,3.5
Green Emerald Lettuce,Leafy Green,43,20/3/2023,4.0
